SpeciesCode,Year,Flag,GearCode,Catch
BLM,2007,Chinese Taipei,LL,11
BSH,2007,Chinese Taipei,LL,292
BSH,2007,Chinese Taipei,LL,2177
FAL,2007,Chinese Taipei,LL,1
FAL,2007,Chinese Taipei,LL,6
SPF,2007,Chinese Taipei,LL,22
SPF,2007,Chinese Taipei,LL,20
ALB,2009,Vanuatu,LL,80.433
BET,2009,Vanuatu,LL,0.891
YFT,2009,Vanuatu,LL,331.033
ALB,2009,Vanuatu,LL,59.559
BET,2009,Vanuatu,LL,0.541
YFT,2009,Vanuatu,LL,274.943
ALB,2009,Vanuatu,LL,64.284
BET,2009,Vanuatu,LL,32.668
YFT,2009,Vanuatu,LL,541.102
SAI,2009,Ghana,GILL,357.965
BUM,2009,Ghana,GILL,140.477
SWO,2009,Ghana,GILL,132.241
WHM,2009,Ghana,GILL,4.22
ALB,2009,EU-Ireland,TRAWPP,1996.716
BFT,2009,EU-Ireland,TRAWPP,1.045
SWO,2009,EU-Ireland,TRAWPP,0.947
ALB,2009,EU-Ireland,TROL,0.632
BSH,2009,EU-Ireland,TRAWPP,0.041
GAG,2009,EU-Ireland,TRAWP,0.738
GAG,2009,EU-Ireland,GILL,2.17
MSK,2009,EU-Ireland,TRAWP,0.065
POR,2009,EU-Ireland,UNCL,0.19
POR,2009,EU-Ireland,TRAWP,0.692
POR,2009,EU-Ireland,GILL,1.777
POR,2009,EU-Ireland,HAND,0.04
SKJ,2009,EU-Ireland,TRAWP,8.382
BON,2009,EU-Ireland,TRAWP,56.444
TUN,2009,EU-Ireland,TRAWP,17.388
BFT,2009,EU-Malta,LLBFT,262.588785
SWO,2009,EU-Malta,LLSWO,265.937399
BFT,2009,EU-Cyprus,LL,2.178
SWO,2009,EU-Cyprus,LLSWO,37.771
ALB,2009,EU-Cyprus,LL,219.89
ALB,2009,EU-Cyprus,UNCL,2.7
LTA,2009,EU-Cyprus,TN,3.67
SMA,2009,EU-Cyprus,LL,0.34
BON,2009,EU-Italy,LL,908.97522
BON,2009,EU-Italy,UNCL,75.57062
BON,2009,EU-Italy,PS,146.357
SWO,2009,EU-Italy,LLSWO,4686.5997
SWO,2009,EU-Italy,UNCL,329.08638
SWO,2009,EU-Italy,PS,0.13737
MSP,2009,EU-Italy,LL,215.16343
MSP,2009,EU-Italy,UNCL,169.1482
MSP,2009,EU-Italy,PS,3.85011
ALV,2009,EU-Italy,GILL,13.1876
ALV,2009,EU-Italy,TRAWP,0.72551
POR,2009,EU-Italy,TRAW,0.03033
DGS,2009,EU-Italy,GILL,1.22522
DGS,2009,EU-Italy,TRAW,66.03657
BLT,2009,EU-Italy,LL,0.12695
BLT,2009,EU-Italy,PS,38.64438
BLT,2009,EU-Italy,GILL,692.77526
BLT,2009,EU-Italy,TRAW,0.27524
BSH,2009,EU-Italy,LL,8.76767
BSH,2009,EU-Italy,GILL,165.58008
BSH,2009,EU-Italy,TRAW,1.15102
BET,2009,Philippines,LL,1108.416
BET,2009,Philippines,LL,418.581
BET,2009,Philippines,LL,353.012
BET,2009,Philippines,LL,0
SWO,2009,Philippines,LL,39.313
SWO,2009,Philippines,LL,27.9
SWO,2009,Philippines,LL,10
SWO,2009,Philippines,LL,0
ALB,2009,Philippines,LL,44.786
ALB,2009,Philippines,LL,54.077
ALB,2009,Philippines,LL,0
ALB,2009,Philippines,LL,0
BFT,2009,Maroc,PS,0
BFT,2009,Maroc,LL,0
BFT,2009,Maroc,GILL,0
BFT,2009,Maroc,GILL,0
BFT,2009,Maroc,LL,0
BFT,2009,Maroc,TRAP,0
BFT,2008,USA,LL,25.691282
BFT,2008,USA,LL,86.047
BFT,2008,USA,HAND,0.555203
BFT,2008,USA,HARP,30.198222
BFT,2008,USA,LL,40.457341
BFT,2008,USA,LL,66.929
BFT,2008,USA,RRFB,305.720228
BFT,2008,USA,RRFS,352.18
BFT,2008,USA,UNCL,0.322
BFT,2008,USA,LL,8.837769
BFT,2008,USA,LL,4.698
BFT,2009,Libya,LL,34.364
BFT,2009,Libya,PS,1047.275
BET,2009,Guinea Ecuatorial,HAND,0.41
POR,2009,Guinea Ecuatorial,HAND,0.492
SKJ,2009,Guinea Ecuatorial,HAND,0.106
WAH,2009,Guinea Ecuatorial,HAND,1.285
BET,2009,Guinea Ecuatorial,HAND,50
FRI,2009,Guinea Ecuatorial,HAND,20
SKJ,2009,Guinea Ecuatorial,PS,1224
POR,2009,Guinea Ecuatorial,HAND,0
SKJ,2009,Guinea Ecuatorial,HAND,0
WAH,2009,Guinea Ecuatorial,HAND,0
YFT,2009,Guinea Ecuatorial,HAND,0
BET,2009,Guinea Ecuatorial,LL,0
POR,2009,Guinea Ecuatorial,LL,0
YFT,2009,Guinea Ecuatorial,LL,0
BFT,2009,EU-Croatia,PS,608.969
BFT,2009,EU-Croatia,HAND,6.998
SWO,2009,EU-Croatia,HAND,0.416
SWO,2009,EU-Croatia,LL,0.965
SWO,2009,EU-Croatia,PS,1.738
BFT,2009,EU-Croatia,PS,0.461
BFT,2009,EU-Croatia,LL,2.197
BFT,2007,EU-Croatia,HAND,8.455
BFT,2007,EU-Croatia,LL,0.316
BFT,2007,EU-Croatia,PS,816.546
BFT,2009,FR-St Pierre et Miquelon,LL,1.612
SWO,2009,FR-St Pierre et Miquelon,LL-surf,17.093
BSH,2009,FR-St Pierre et Miquelon,LL,1.044
BET,2009,USA,RR,77.64
SBF,2008,Japan,LL,915.057
YFT,2008,Japan,LL,0
ALB,2008,Japan,LL,0
BET,2008,Japan,LL,0
SKJ,2008,Japan,LL,0
SWO,2008,Japan,LL,1.495
BFT,2008,Japan,LL,491.6
BFT,2008,Japan,LL,2350.58
BFT,2008,Japan,LL,79.96
WHM,2009,UK-Sta Helena,RR,0
SWO,2008,EU-Greece,LLSWO,961.985
BFT,2008,EU-Greece,LL-deri,49.81
BFT,2008,EU-Greece,HAND,93.179
BFT,2008,EU-Greece,PS,207
ALB,2008,EU-Greece,LL-deri,190.611
BON,2008,EU-Greece,PS,586.9
LTA,2008,EU-Greece,PS,182.9
BLT,2008,EU-Greece,PS,185.94
SWO,2008,EU-Greece,LLSWO,27.125
BET,2009,Côte d'Ivoire,LL,790
YFT,2009,Côte d'Ivoire,LL,90
SWO,2009,Côte d'Ivoire,LL,25
SWO,2009,Côte d'Ivoire,LL,100
ALB,2009,Côte d'Ivoire,LL,24.7
ALB,2009,Côte d'Ivoire,LL,47.3
SMA,2009,Côte d'Ivoire,LL,4.87
BUM,2009,Côte d'Ivoire,LL,23.2
TUN,2009,China PR,LL,17
BFT,2009,China PR,LL,0
TUN,2009,China PR,LL,33
BFT,2009,China PR,LL,0
BFT,2009,Maroc,TRAP,1909
BFT,2009,Maroc,HAND,2
BFT,2009,Maroc,PS,367
LTA,2009,Maroc,LL,3
LTA,2009,Maroc,PS,60
LTA,2009,Maroc,LL,10
LTA,2009,Maroc,PS,14
BON,2009,Maroc,TRAP,6
BON,2009,Maroc,HAND,478
BON,2009,Maroc,GILL,185
BON,2009,Maroc,LL,909
BON,2009,Maroc,PS,945
BON,2009,Maroc,HAND,75
BON,2009,Maroc,LL,29
BON,2009,Maroc,PS,27
SKJ,2009,Maroc,GILL,45
SKJ,2009,Maroc,PS,653
SKJ,2009,Maroc,GILL,1
SKJ,2009,Maroc,PS,1
FRI,2009,Maroc,HAND,2
FRI,2009,Maroc,LL,4
FRI,2009,Maroc,PS,3
BLT,2009,Maroc,HAND,10
BLT,2009,Maroc,GILL,8
BLT,2009,Maroc,LL,104
BLT,2009,Maroc,PS,214
BOP,2009,Maroc,GILL,3
BOP,2009,Maroc,LL,220
BOP,2009,Maroc,PS,50
BOP,2009,Maroc,LL,4
BOP,2009,Maroc,PS,2
ALB,2009,Maroc,LL,130
ALB,2009,Maroc,LL,120
BET,2009,Maroc,LLSWO,795
SHX,2009,Maroc,PS,870
SHX,2009,Maroc,GILL,10
SHX,2009,Maroc,LL,1410
SHX,2009,Maroc,LL,39
SHX,2009,Maroc,GILL,4
SHX,2009,Maroc,PS,42
SHX,2009,Maroc,HAND,2
ALB,2009,Namibia,LL,0.025
BET,2009,Namibia,LL,48.041
YFT,2009,Namibia,LL,0.986
SWO,2009,Namibia,LL,25.41
BSH,2009,Namibia,LL,206.884
SMA,2009,Namibia,LL,23.318
ALB,2009,Namibia,BB,4936.043
BET,2009,Namibia,BB,59.625
YFT,2009,Namibia,BB,0.041
SKJ,2009,Namibia,BB,70.672
YFT,2009,Russian Federation,PS,33
SKJ,2009,Russian Federation,PS,260
BET,2009,Russian Federation,PS,43
BLT,2009,Russian Federation,TRAWPP,32
FRI,2009,Russian Federation,TRAWPP,76
BON,2009,Russian Federation,TRAWPP,107
BLT,2009,Russian Federation,TRAWP,16
FRI,2009,Russian Federation,TRAWP,37
BON,2009,Russian Federation,TRAWP,261
BLF,2009,USA,TRAP,0.022113
BLF,2009,USA,TRAW,0.297103
SWO,2009,EU-Greece,LLSWO,1131.735
BFT,2009,EU-Greece,LL-deri,109.342
BFT,2009,EU-Greece,HAND,66.211
BFT,2009,EU-Greece,PS,197.6
ALB,2009,EU-Greece,LL-deri,115.547
BON,2009,EU-Greece,PS,475.5
BLT,2009,EU-Greece,PS,152.2
LTA,2009,EU-Greece,PS,147.7
FRI,2009,Great Britain,TRAW,5.8299
ALB,2009,Great Britain,HAND,24.4267
ALB,2009,Great Britain,LL,0.9485
ALB,2009,Great Britain,TRAW,41.3657
ALB,2009,Great Britain,LL,0.9297
BET,2009,Great Britain,LL,29.502
BET,2009,Great Britain,LL,2.4525
BFT,2009,Great Britain,TRAW,0.5615
BLM,2009,Great Britain,LL,46.224
BLM,2009,Great Britain,LL,1.3148
BON,2009,Great Britain,TRAW,29.7701
BSH,2009,Great Britain,GILL,2.3548
BSH,2009,Great Britain,HAND,0.0797
BSH,2009,Great Britain,LL,92.1039
BSH,2009,Great Britain,TRAP,1.4672
BSH,2009,Great Britain,TRAW,0.0497
BSH,2009,Great Britain,LL,14.1262
BSK,2009,Great Britain,TRAW,0.0007
CYO,2009,Great Britain,GILL,0.9879
CYO,2009,Great Britain,TRAW,14.1426
DGH,2009,Great Britain,GILL,29.6717
DGH,2009,Great Britain,HAND,1.239
DGH,2009,Great Britain,LL,3.6997
DGH,2009,Great Britain,UNCL,0.136
DGH,2009,Great Britain,PS,10.868
DGH,2009,Great Britain,TN,0.6427
DGH,2009,Great Britain,TRAP,2.4297
DGH,2009,Great Britain,TRAW,113.308
DGS,2009,Great Britain,GILL,62.3982
DGS,2009,Great Britain,HAND,0.2947
DGS,2009,Great Britain,LL,35.1687
DGS,2009,Great Britain,PS,65.1745
DGS,2009,Great Britain,TN,0.1756
DGS,2009,Great Britain,TRAP,1.6416
DGS,2009,Great Britain,TRAW,382.1245
DGX,2009,Great Britain,GILL,0.4226
DGX,2009,Great Britain,HAND,0.0052
DGX,2009,Great Britain,LL,0.2007
DGX,2009,Great Britain,UNCL,0.435
DGX,2009,Great Britain,PS,0.082
DGX,2009,Great Britain,TN,0.0155
DGX,2009,Great Britain,TRAP,0.1319
DGX,2009,Great Britain,TRAW,157.1033
GAG,2009,Great Britain,GILL,14.1329
GAG,2009,Great Britain,HAND,0.0361
GAG,2009,Great Britain,LL,0.3419
GAG,2009,Great Britain,UNCL,0.0213
GAG,2009,Great Britain,PS,0.1009
GAG,2009,Great Britain,TN,0.3801
GAG,2009,Great Britain,TRAP,0.1147
GAG,2009,Great Britain,TRAW,8.3359
LTA,2009,Great Britain,GILL,0.0005
LTA,2009,Great Britain,TRAW,7.436
POR,2009,Great Britain,GILL,9.6232
POR,2009,Great Britain,LL,0.0412
POR,2009,Great Britain,TN,0.2415
POR,2009,Great Britain,TRAW,1.5297
SAI,2009,Great Britain,TRAW,0.0143
SCK,2009,Great Britain,TRAP,0.009
SDS,2009,Great Britain,TRAW,1.216
SKH,2009,Great Britain,GILL,0.293
SKH,2009,Great Britain,PS,0.5898
SKH,2009,Great Britain,TRAW,1.1575
SMA,2009,Great Britain,GILL,1.7597
SMA,2009,Great Britain,HAND,0.003
SMA,2009,Great Britain,LL,13.4024
SMA,2009,Great Britain,TRAP,0.0263
SMA,2009,Great Britain,LL,10.836
SMD,2009,Great Britain,GILL,91.5588
SMD,2009,Great Britain,HAND,0.6371
SMD,2009,Great Britain,LL,1.5572
SMD,2009,Great Britain,UNCL,0.0006
SMD,2009,Great Britain,TN,9.4397
SMD,2009,Great Britain,TRAP,0.5753
SMD,2009,Great Britain,TRAW,92.241
SPL,2009,Great Britain,LL,11.5313
SPL,2009,Great Britain,LL,0.08
SWO,2009,Great Britain,GILL,0.065
SWO,2009,Great Britain,LL,2.1692
SWO,2009,Great Britain,LL,2.7792
SYC,2009,Great Britain,GILL,41.1494
SYC,2009,Great Britain,HAND,0.0988
SYC,2009,Great Britain,LL,0.4016
SYC,2009,Great Britain,UNCL,0.1207
SYC,2009,Great Britain,PS,4.691
SYC,2009,Great Britain,TN,8.4624
SYC,2009,Great Britain,TRAP,0.2912
SYC,2009,Great Britain,TRAW,288.0581
SYX,2009,Great Britain,GILL,3.5189
SYX,2009,Great Britain,TRAP,0.0243
SYX,2009,Great Britain,TRAW,5.4498
THR,2009,Great Britain,GILL,0.0124
THR,2009,Great Britain,TRAW,0.699
YFT,2009,Great Britain,TRAW,0.103
ALB,2009,EU-France,BB,0
LTA,2009,EU-France,PS,0
ALB,2009,EU-France,LL,0.1454
ALB,2009,EU-France,TRAW,0.1064
ALB,2009,EU-France,UNCL,0.0083
ALV,2009,EU-France,TRAW,4.5219
ALV,2009,EU-France,UNCL,1.1647
ASK,2009,EU-France,GILL,0.081
ASK,2009,EU-France,TN,0.06533
BFT,2009,EU-France,PS,2917.963
BLT,2009,EU-France,GILL,0.07
BLT,2009,EU-France,TN,0.0107
BON,2009,EU-France,GILL,0.8776
BON,2009,EU-France,HAND,0.0443
BON,2009,EU-France,LL,0.1938
BON,2009,EU-France,PS,2.9862
BON,2009,EU-France,TN,0.43162
BON,2009,EU-France,TRAW,2.6649
BON,2009,EU-France,UNCL,12.307
BOP,2009,EU-France,GILL,0.333
BOP,2009,EU-France,TROL,0.001
BSH,2009,EU-France,GILL,0.01321
BSH,2009,EU-France,LL,0.375
BSH,2009,EU-France,TRAP,0.025
BSH,2009,EU-France,TRAW,0.06583
CCP,2009,EU-France,GILL,0.08
DGH,2009,EU-France,TRAW,0.03442
DGS,2009,EU-France,GILL,0.1108
DGS,2009,EU-France,LL,0.03828
DGS,2009,EU-France,TN,0.0864
DGS,2009,EU-France,TRAW,1.34981
DGS,2009,EU-France,UNCL,0.0415
DGX,2009,EU-France,GILL,0.0033
DGX,2009,EU-France,LL,0.09563
DGX,2009,EU-France,TN,0.0276
DGX,2009,EU-France,TRAW,0.25179
DGX,2009,EU-France,UNCL,0.0854
BLT,2009,EU-France,LL,0.009
LTA,2009,EU-France,GILL,0.09
LTA,2009,EU-France,LL,0.323
SMA,2009,EU-France,TRAW,0.08
MSK,2009,EU-France,LL,0.0075
OCS,2009,EU-France,TRAW,3.418
RSK,2009,EU-France,LL,0.3
RSK,2009,EU-France,TN,0.058
SBF,2009,EU-France,LL,0.903
SBL,2009,EU-France,LL,0.257
SCK,2009,EU-France,GILL,0.0103
SCK,2009,EU-France,LL,0.00676
SCK,2009,EU-France,TRAW,0.01466
SCK,2009,EU-France,UNCL,0.13969
SCL,2009,EU-France,GILL,0.07
SCL,2009,EU-France,TN,0.1197
SCL,2009,EU-France,TRAW,0.0995
SKJ,2009,EU-France,TRAW,0.046
SWO,2009,EU-France,GILL,0.18345
SWO,2009,EU-France,HAND,0.05695
SWO,2009,EU-France,LL,10.19588
SWO,2009,EU-France,PS,0.027
SWO,2009,EU-France,TN,0.3911
SWO,2009,EU-France,TRAW,3.68465
SWO,2009,EU-France,UNCL,1.44301
SYC,2009,EU-France,GILL,0.0681
SYC,2009,EU-France,HAND,0.00073
SYC,2009,EU-France,LL,0.03078
SYC,2009,EU-France,TN,0.02788
SYC,2009,EU-France,TRAW,15.23395
SYC,2009,EU-France,UNCL,9.09086
TUN,2009,EU-France,GILL,0.0168
TUN,2009,EU-France,HAND,0.8224
TUN,2009,EU-France,LL,0.333
TUN,2009,EU-France,PS,0.204
TUN,2009,EU-France,TN,0.048
AGN,2009,EU-France,TN,0.81
AGN,2009,EU-France,TRAP,0.031
AGN,2009,EU-France,UNCL,0.03868
ALB,2009,EU-France,HAND,3.72401
ALB,2009,EU-France,LL,3.67308
ALB,2009,EU-France,TRAW,772.60463
ALB,2009,EU-France,TROL,1.37891
ALB,2009,EU-France,UNCL,340.87364
ALV,2009,EU-France,GILL,0.5266
ALV,2009,EU-France,HAND,0.0508
ALV,2009,EU-France,LL,1.25109
ALV,2009,EU-France,TN,0.215
ALV,2009,EU-France,TRAW,15.99824
ALV,2009,EU-France,UNCL,8.00512
API,2009,EU-France,TRAW,0.987
API,2009,EU-France,UNCL,0.0247
BET,2009,EU-France,GILL,0.005
BET,2009,EU-France,TROL,0.005
BET,2009,EU-France,TRAW,0.49701
BET,2009,EU-France,UNCL,0.12691
BFT,2009,EU-France,BB,62.15
BFT,2009,EU-France,TROL,0.021
BIL,2009,EU-France,GILL,0.405
BIL,2009,EU-France,TN,0.14
BIL,2009,EU-France,TRAW,0.21199
BLF,2009,EU-France,GILL,0.004
BLT,2009,EU-France,GILL,0.046
BON,2009,EU-France,GILL,9.25006
BON,2009,EU-France,LL,0.51293
BON,2009,EU-France,PS,1.617
BON,2009,EU-France,TN,3.41185
BON,2009,EU-France,TRAW,5.97062
BON,2009,EU-France,UNCL,3.99549
SSM,2009,EU-France,TN,0.001
SSM,2009,EU-France,TRAW,0.162
BSH,2009,EU-France,GILL,14.37728
BSH,2009,EU-France,HAND,0.28554
BSH,2009,EU-France,LL,30.10461
BSH,2009,EU-France,PS,0.01372
BSH,2009,EU-France,TN,4.75842
BSH,2009,EU-France,TRAP,0.99508
BSH,2009,EU-France,TRAW,2.86353
BSH,2009,EU-France,TROL,0.03574
BSH,2009,EU-France,UNCL,30.30251
BSK,2009,EU-France,TN,0.00844
BSK,2009,EU-France,TRAW,0.06281
CCB,2009,EU-France,GILL,0.004
CCE,2009,EU-France,TRAW,0.02501
CCL,2009,EU-France,TRAW,0.025
CCT,2009,EU-France,TRAW,0.06
CFB,2009,EU-France,TRAW,17.21198
CFB,2009,EU-France,UNCL,72.67513
CPL,2009,EU-France,TRAW,0.1
CYO,2009,EU-France,GILL,0.048
CYO,2009,EU-France,TRAW,18.76304
CYO,2009,EU-France,UNCL,32.25801
CYP,2009,EU-France,TRAW,0.024
CYP,2009,EU-France,UNCL,5.93304
DCA,2009,EU-France,TRAW,0.047
DGH,2009,EU-France,GILL,74.60144
DGH,2009,EU-France,HAND,0.22495
DGH,2009,EU-France,LL,47.71203
DGH,2009,EU-France,PS,7.50208
DGH,2009,EU-France,TN,95.13357
DGH,2009,EU-France,TRAP,15.24336
DGH,2009,EU-France,TRAW,1372.23588
DGH,2009,EU-France,TROL,13.49044
DGH,2009,EU-France,UNCL,926.11532
DGS,2009,EU-France,GILL,7.25328
DGS,2009,EU-France,HAND,0.126
DGS,2009,EU-France,LL,18.18179
DGS,2009,EU-France,PS,1.93825
DGS,2009,EU-France,TN,16.82068
DGS,2009,EU-France,TRAP,0.52299
DGS,2009,EU-France,TRAW,249.5984
DGS,2009,EU-France,TROL,0.0051
DGS,2009,EU-France,UNCL,98.19845
DGX,2009,EU-France,GILL,1.83666
DGX,2009,EU-France,LL,1.25866
DGX,2009,EU-France,PS,0.9916
DGX,2009,EU-France,TN,4.72064
DGX,2009,EU-France,TRAP,0.02221
DGX,2009,EU-France,TRAW,22.67356
DGX,2009,EU-France,UNCL,16.82379
DGZ,2009,EU-France,TN,0.005
DUS,2009,EU-France,GILL,0.022
DUS,2009,EU-France,TN,0.356
DUS,2009,EU-France,TRAW,0.37299
ETR,2009,EU-France,TRAW,0.07
ETX,2009,EU-France,TRAW,0.60251
FRI,2009,EU-France,GILL,0.002
GAG,2009,EU-France,GILL,5.47094
GAG,2009,EU-France,HAND,0.07801
GAG,2009,EU-France,LL,31.51217
GAG,2009,EU-France,PS,0.38581
GAG,2009,EU-France,TN,8.57948
GAG,2009,EU-France,TRAP,0.80498
GAG,2009,EU-France,TRAW,75.70596
GAG,2009,EU-France,TROL,1.86168
GAG,2009,EU-France,UNCL,72.95625
GAU,2009,EU-France,TRAW,0.215
GUP,2009,EU-France,TRAW,0.755
GUQ,2009,EU-France,TN,0.01
GUQ,2009,EU-France,TRAW,185.11878
GUQ,2009,EU-France,UNCL,44.40698
SSM,2009,EU-France,GILL,0.098
SMA,2009,EU-France,LL,12.75699
SMA,2009,EU-France,PS,0.325
SMA,2009,EU-France,TN,0.421
SMA,2009,EU-France,TRAP,0.16
SMA,2009,EU-France,TRAW,0.66553
MSK,2009,EU-France,GILL,3.06001
MSK,2009,EU-France,TRAW,0.67499
OCS,2009,EU-France,TRAW,0.721
POR,2009,EU-France,GILL,2.77378
POR,2009,EU-France,LL,45.72921
POR,2009,EU-France,TN,12.13601
POR,2009,EU-France,TRAP,0.20167
POR,2009,EU-France,TRAW,13.93918
POR,2009,EU-France,TROL,0.11039
POR,2009,EU-France,UNCL,153.05296
PTM,2009,EU-France,TRAW,16.96498
RSK,2009,EU-France,GILL,0.045
RSK,2009,EU-France,HAND,0.88
RSK,2009,EU-France,LL,0.199
RSK,2009,EU-France,TN,0.019
RSK,2009,EU-France,TRAW,0.1929
RSK,2009,EU-France,UNCL,0.21
SBL,2009,EU-France,GILL,0.2845
SBL,2009,EU-France,LL,0.188
SBL,2009,EU-France,TN,5.9262
SBL,2009,EU-France,TRAW,2.04027
SBL,2009,EU-France,UNCL,0.11381
SCK,2009,EU-France,LL,0.01747
SCK,2009,EU-France,TN,0.04093
SCK,2009,EU-France,TRAP,0.055
SCK,2009,EU-France,TRAW,0.06413
SCK,2009,EU-France,UNCL,0.00749
SCL,2009,EU-France,GILL,153.49201
SCL,2009,EU-France,HAND,0.4498
SCL,2009,EU-France,LL,67.91666
SCL,2009,EU-France,PS,3.70421
SCL,2009,EU-France,TN,299.21701
SCL,2009,EU-France,TRAP,3.2321
SCL,2009,EU-France,TRAW,1282.9597
SCL,2009,EU-France,TROL,3.9496
SCL,2009,EU-France,UNCL,13.91792
SDS,2009,EU-France,TN,0.02
SDS,2009,EU-France,TRAW,0.665
SHO,2009,EU-France,TN,0.03
SHO,2009,EU-France,TRAW,4.94901
SKJ,2009,EU-France,GILL,0.3278
SKJ,2009,EU-France,TN,0.105
SKJ,2009,EU-France,TRAW,1.2097
SMA,2009,EU-France,GILL,0.375
SMD,2009,EU-France,TN,0.31001
SMD,2009,EU-France,TRAW,9.70098
SOR,2009,EU-France,TRAW,0.012
SPL,2009,EU-France,TN,0.086
SWO,2009,EU-France,GILL,0.022
SWO,2009,EU-France,HAND,0.0459
SWO,2009,EU-France,LL,0.6514
SWO,2009,EU-France,PS,0.0073
SWO,2009,EU-France,TN,0.08
SWO,2009,EU-France,TRAWP,11.64739
SWO,2009,EU-France,UNCL,2.5595
SYC,2009,EU-France,GILL,37.74393
SYC,2009,EU-France,HAND,1.84575
SYC,2009,EU-France,LL,37.5887
SYC,2009,EU-France,PS,0.37599
SYC,2009,EU-France,TN,136.64641
SYC,2009,EU-France,TRAP,13.61306
SYC,2009,EU-France,TRAW,903.72509
SYC,2009,EU-France,TROL,3.38831
SYC,2009,EU-France,UNCL,1549.01375
SYR,2009,EU-France,GILL,0.042
SYR,2009,EU-France,LL,1.773
SYR,2009,EU-France,TN,0.027
SYR,2009,EU-France,TRAW,1.062
SYT,2009,EU-France,GILL,0.77652
SYT,2009,EU-France,LL,45.16488
SYT,2009,EU-France,PS,0.21
SYT,2009,EU-France,TN,3.94922
SYT,2009,EU-France,TRAP,4.29909
SYT,2009,EU-France,TRAW,91.34535
SYT,2009,EU-France,TROL,0.83012
SYT,2009,EU-France,UNCL,48.38033
SYX,2009,EU-France,GILL,0.62
SYX,2009,EU-France,TN,6.358
SYX,2009,EU-France,TRAP,0.01
SYX,2009,EU-France,TRAW,8.27347
SYX,2009,EU-France,TROL,0.154
TRK,2009,EU-France,TRAW,0.017
TRK,2009,EU-France,TROL,0.528
TUN,2009,EU-France,GILL,0.008
TUN,2009,EU-France,HAND,0.8195
TUN,2009,EU-France,LL,3.414
TUN,2009,EU-France,TRAW,109.985
WAH,2009,EU-France,TRAW,0.665
WHM,2009,EU-France,TN,0.046
BON,2009,EU-Netherlands,TRAWP,29.876
BON,2009,EU-Netherlands,TRAWP,508.706
BSH,2009,EU-Netherlands,TRAW,0.644
CCT,2009,EU-Netherlands,TRAW,1.682
DGS,2009,EU-Netherlands,TRAW,1.561
DGS,2009,EU-Netherlands,RR,0.31
DGS,2009,EU-Netherlands,TRAW,3.174
DUS,2009,EU-Netherlands,TRAW,0.945
DUS,2009,EU-Netherlands,TRAW,0.356
FRI,2009,EU-Netherlands,TRAWP,7.299
FRI,2009,EU-Netherlands,TRAWP,82.437
LTA,2009,EU-Netherlands,TRAWP,7.634
MAW,2009,EU-Netherlands,TRAWP,1.269
SYC,2009,EU-Netherlands,TRAW,0.218
TIG,2009,EU-Netherlands,TRAW,32.248
TIG,2009,EU-Netherlands,TRAW,6.744
YFT,2009,EU-Netherlands,TRAWP,0.15
YFT,2009,EU-Netherlands,TRAWP,1.111
FRI,2009,EU-España,PS,1060
FRI,2009,EU-España,SURF,5.581
FRI,2009,EU-España,TRAP,3.548
ALB,2009,EU-España,BB,0
ALB,2009,EU-España,LLALB,198.676
ALB,2009,EU-España,LLJAP,0
ALB,2009,EU-España,TRAP,0
BFT,2009,EU-España,BB,0
BFT,2009,EU-España,HAND,4.46323
BFT,2009,EU-España,LLALB,194.86042
BFT,2009,EU-España,LLJAP,364.43084
BFT,2009,EU-España,TROL,0
BFT,2009,EU-España,UNCL,0
BFT,2009,EU-España,BB,264.3147
BFT,2009,EU-España,HAND,1.97716
BFT,2009,EU-España,UNCL,0
BON,2009,EU-España,SURF,9.983
BON,2009,EU-España,TRAP,0.1
BON,2009,EU-España,SURF,225.17825
BON,2009,EU-España,TRAP,21.947
LTA,2009,EU-España,TRAP,35.09
LTA,2009,EU-España,LLALB,1.748
LTA,2009,EU-España,SURF,35.453
LTA,2009,EU-España,TRAP,47.241
SAI,2009,EU-España,PS,0
SKJ,2009,EU-España,TRAP,0
SKJ,2009,EU-España,LLALB,0.403
SKJ,2009,EU-España,PS,0
SKJ,2009,EU-España,UNCL,0
SKJ,2009,EU-España,TRAP,0
SPF,2009,EU-España,PS,0
SWO,2009,EU-España,LLALB,32.998
SWO,2009,EU-España,LLJAP,3.912
SWO,2009,EU-España,LLPB,51.552
SWO,2009,EU-España,TRAP,2.538
SWO,2009,EU-España,UNCL,2.729
SWO,2009,EU-España,TRAP,0
SWO,2009,EU-España,PS,0
ALB,2009,EU-España,BB,0
ALB,2009,EU-España,TROL,0
FRI,2009,EU-España,BB,0.115
ALB,2009,EU-España,BB,49.478
BET,2009,EU-España,BB,3029.878
BFT,2009,EU-España,BB,1.978
BIL,2009,EU-España,BB,8.193
BON,2009,EU-España,BB,25.597
LTA,2009,EU-España,BB,0
SKJ,2009,EU-España,BB,1591.987
SWO,2009,EU-España,BB,0.358
WAH,2009,EU-España,BB,69.741
YFT,2009,EU-España,BB,271.687
ALB,2009,EU-España,TROL,0
ALB,2009,EU-España,BB,4890.465
ALB,2009,EU-España,TROL,4437.193
BET,2009,EU-España,BB,14.271
BET,2009,EU-España,TROL,2.163
BFT,2009,EU-España,TROL,0
BFT,2009,EU-España,BB,0
BFT,2009,EU-España,TROL,0
BFT,2009,EU-España,TROL,0
BFT,2009,EU-España,BB,931.12593
FRI,2009,EU-España,BB,25
